original_id,validator_id,prompt,sentence,choice_a,choice_b,pattern,based_on,original_key,original_explanation,validator_answer,validator_explanation,annotators_agree,notes,from_exp2
jbo_94,53,"Consider the English sentence ""Every human has at least one embarrassing secret.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) mipri su'o jai se ckeji fa ro remna
(B) ro remna cu mipri su'o jai se ckeji

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Every human has at least one embarrassing secret.,mipri su'o jai se ckeji fa ro remna,ro remna cu mipri su'o jai se ckeji,6,6,B,"With the existential quantifier ""su'o"" before the universal quantifier ""ro"", A means that the same secret is held by everybody. Reversing the quantifiers, as in B, gives the intended meaning.",B,"The quantifiers have to be in the order universal>existential. (A) swaps them around, thereby reversing the meaning to ""There is at least one embarrassing secret that every person is conceiling.""

(B) correctly places the quantifier ""ro"" (""every"") before the quantifier ""su'o"" (""some).",1,,0
jbo_95,107,"Consider the English sentence ""The wolves howled through the night.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo labno cu cmoni ze'u lo nicte
(B) lo labno cmoni ze'u lo nicte

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The wolves howled through the night.,lo labno cu cmoni ze'u lo nicte,lo labno cmoni ze'u lo nicte,4,7,A,"lo labno cmoni parses not as an argument phrase followed by a main predicate, but always as (the beginning of) a single argument phrase. Thus, sentence B lacks a main verb. ""cu"" in A marks ""cmoni"" as the main verb, which fits the English sentence.",A,"In (B), ""labno cmoni"" forms an accidental tanru (two adjacent predicates).

To prevent this, ""cu"" must be inserted before the main predicate ""cmoni"".",1,,0
jbo_96,27,"Consider the English sentence ""The book has 361 pages.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo cukta se pagbu 361 papri
(B) lo cukta cu se pagbu 361 papri

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The book has 361 pages.,lo cukta se pagbu 361 papri,lo cukta cu se pagbu 361 papri,4,7,B,"lo cukta se pagbu parses not as an argument phrase followed by a main predicate, but always as (the beginning of) a single argument phrase. Thus, sentence A lacks a main verb. ""cu"" in B marks ""se pagbu"" as the main predicate, which fits the English sentence.",B,"(A) is missing a ""cu"" to separate the two predicates ""cukta"" and ""se pagbu"" and prevent them from forming a tanru.",1,,0
jbo_97,97,"Consider the English sentence ""Are your legs healthy now?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu lo tuple be do cu kanro di'a
(B) xu lo tuple be do kanro di'a

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Are your legs healthy now?,xu lo tuple be do cu kanro di'a,xu lo tuple be do kanro di'a,4,7,A,"lo tuple be do kanro parses not as an argument phrase followed by a main predicate, but always as (the beginning of) a single argument phrase. Thus, sentence B lacks a main verb. ""cu"" in A marks ""kanro"" as the main verb, which fits the English sentence.",A,"In (B), ""tuple be do"" and ""kanro"" form an accidental tanru. To avoid this, ""cu"" should be inserted before the main verb ""kanro"", like in (A).",1,,0
jbo_98,45,"Consider the English sentence ""Have you asked the seller for a discount?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu do lo vecnu cu cpedu lo ka jdimyjdikygau
(B) xu do fi lo vecnu cu cpedu fe lo ka jdimyjdikygau

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Have you asked the seller for a discount?,xu do lo vecnu cu cpedu lo ka jdimyjdikygau,xu do fi lo vecnu cu cpedu fe lo ka jdimyjdikygau,3,8,B,"cpedu takes the thing asked for as its second argument and the person being asked as its third. If the arguments are to be said out of order, they must be explicitly marked with ""fi"" and ""fe"" as in B.",B,"The place structure of ""cpedu"" is ""x1 asks for x2 from x3"".

""lo vecnu"" (""the seller"") belongs in the x3 place, and this is achieved using the place tag ""fi"" in (B). In (A), it ends up in the second argument place.",1,,0
jbo_99,5,"Consider the English sentence ""I'm curious how hot it will be tomorrow.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) mi kucli lo du'u ma kau ni glare ca lo bavlamdei
(B) mi kucli lo ni glare ca lo bavlamdei

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",I'm curious how hot it will be tomorrow.,mi kucli lo du'u ma kau ni glare ca lo bavlamdei,mi kucli lo ni glare ca lo bavlamdei,5,9,A,"The second argument of ""kucli"", when talking about an unknown variable, must be a proposition-like clause containing an indirect question, as in A. In B, ""lo ni glare ca lo bavlamdei"" refers literally to a number, which makes no sense here.",A,"This sentence requires the use of an indirect question when translated into Lojban. The way to do that is to place ""ma kau"" (""indirect what"") in the appropriate argument place within a ""du'u"" clause.

(A) does this correctly: ""I'm curious [what is the extent to which [it] is hot tomorrow]""

(B) could be considered a type error, because ""kucli"" (""to be curious"") expects an indirect question (a ""du'u"" clause containing a ""kau"" somewhere) in its second argument place. You cannot form indirect questions without ""kau"".",1,,0
jbo_100,96,"Consider the English sentence ""Can ants think?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu kakne pensi fa lo'e manti
(B) xu pensi kakne fa lo'e manti

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Can ants think?,xu kakne pensi fa lo'e manti,xu pensi kakne fa lo'e manti,2,10,B,"In A, the modificand (tertau) of the main predicate is ""pensi"". As the arguments to a compound predicate (tanru) always belong to the modificand, its meaning does not match the English: ""Do ants think in a capable way?"". Sentence B is correct: the modificand of the main predicate is ""kakne"".",B,"The tanru ""kakne pensi"" means ""able-think"", while the tanru ""pensi kakne"" means ""think-can"". The English sentence asks whether ants have the ability to think, and not whether ants can think about ability, so (B) is correct.",1,,0
jbo_101,26,"Consider the English sentence ""You're faster than the others.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) do sutra zmadu lo drata
(B) do zmadu sutra lo drata

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",You're faster than the others.,do sutra zmadu lo drata,do zmadu sutra lo drata,2,10,A,"In B, the modificand (tertau) of the main predicate is ""sutra"". As the arguments to a compound predicate (tanru) always belong to the modificand, its meaning is unrelated to the English: ""You are faster at the other things"". Sentence A is correct: the modificand of the main predicate is ""zmadu"".",A,"The final component in a tanru (multiple predicates in a row) determines the place structure.

""sutra zmadu"" (""fast-exceed"") has the place structure of ""zmadu"": x1 exceeds x2 in property x3 by amount x4.

""zmadu sutra"" (""exceed-fast"") has the place structure of ""sutra"": x1 is fast at doing x2.

Both sentences attempt to place ""lo drata"" (""the others"") in the second argument. Semantically, this only works when ""zmadu"" is the main verb as in (A).",1,,0
jbo_102,73,"Consider the English sentence ""The police made us undress.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo pulji cu zbasu lo nu mi'a co'u dasni su'o da
(B) lo pulji cu gasnu lo nu mi'a co'u dasni su'o da

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The police made us undress.,lo pulji cu zbasu lo nu mi'a co'u dasni su'o da,lo pulji cu gasnu lo nu mi'a co'u dasni su'o da,1,12,B,"zbasu means to put something together; ""gasnu"" means to cause something to happen.",B,"""to make something happen"" is expressed by the word ""gasnu"" (""x1 beings about x2""). ""zbasu"" on the other hand means ""x1 makes/builds x2 out of x3"".",1,,0
jbo_103,39,"Consider the English sentence ""I drank a litre of water.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) mi pinxe su'o djacu poi litce li pa
(B) mi pinxe pa litce be lo'e djacu

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",I drank a litre of water.,mi pinxe su'o djacu poi litce li pa,mi pinxe pa litce be lo'e djacu,1,15,A,"litce means ""x_1 is x_2 litres in volume"". While ""be"", which curries arguments into a predicate, can be translated as ""of"" in many instances, this doesn't work for units of measure: ""pa litce be lo'e djacu"" in B translates to the nonsensical ""one thing that is water litres"". Sentence A has the correct meaning: ""some water that is one litre"".",A,"""su'o djacu poi litce li pa"" is the correct way to phrase ""a litre of water"" in Lojban. It means ""an amount of water that measures 1 in litres"".

(B) uses the place structure of ""litce"" incorrectly (which is ""x1 is x2 litres in volume""), placing ""lo'e djacu"" (""water"") in the x2 place that expects a number.",1,,0
jbo_104,18,"Consider the English sentence ""Did you give a painting to your mother and take some soap from her?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu do dunda su'o pixra gi'e lebna su'o zbabu lo mamta be do
(B) xu do dunda su'o pixra gi'e lebna su'o zbabu vau lo mamta be do

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Did you give a painting to your mother and take some soap from her?,xu do dunda su'o pixra gi'e lebna su'o zbabu lo mamta be do,xu do dunda su'o pixra gi'e lebna su'o zbabu vau lo mamta be do,4,16,B,"Connectives of the ""gi'V"" series result in three verb phrases (a.k.a. bridi tails): one each for the two connected predicates, and an outer one whose arguments apply to both predicates. In A, ""lo mamta be do"" is an argument of ""lebna"" but not of ""dunda"", which is not wrong per se, as it leaves the argument of ""dunda"" to context. In B, the ""vau"" closes the inner verb phrase, such that ""lo mamta be do"" falls into the outer one and applies to both verbs, which better reflects the intended meaning.",B,"In order for the argument ""lo mamta be do"" (""your mother"") to be shared by both bridi-tails, the terminator ""vau"" has to be inserted before it. Otherwise, it only belongs to the second bridi-tail, which would yield ""Did you give a painting [to someone] and take some soap from your mother?""",1,,0
jbo_105,25,"Consider the English sentence ""The door is easy, but the window isn't.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) frili fa ge tu'a lo vorme gi nai ku'i tu'a lo canko
(B) frili fa tu'a lo vorme .e nai lo canko ku ku'i

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","The door is easy, but the window isn't.",frili fa ge tu'a lo vorme gi nai ku'i tu'a lo canko,frili fa tu'a lo vorme .e nai lo canko ku ku'i,5,19,A,"A ""tu'a"" phrase refers to an abstraction (such as a property), and connectives and quantifiers within the phrase are interpreted as if they were in a subsentence describing that property. Thus, sentence B does not compare two actions that might or might not be easy, but rather declares one thing as easy, namely doing something clear from context to the door and not the window. On the other hand, sentence A connects two separate ""tu'a"" phrases, which results in a meaning faithful to the English sentence.",A,"""tu'a"" is used when a concrete noun is used in place of a subclause. ""The door is easy"" means ""Opening the door is easy"", but instead of expressing this explicitly as ""frili fa lo ka kargau lo vorme"", you can say ""frili fa tu'a lo vorme"" (""[something involving] the door is easy"").

In the present example, there is a door and a window under discussion, but we don't want to claim that ""it is easy [to open the door and not the window]"". Instead, we want to claim ""[something involving] the door is easy, but [something involving] the window is not easy"". This requires two ""tu'a"".

(B) combines both the door and the window under a single ""tu'a"", which means ""It is easy [to open the door and not the window].

(A) separates the door and the window under separate ""tu'a"", giving ""[Something involving] the door is easy, but [something involving] the window is not easy.""",1,,0
jbo_106,58,"Consider the English sentence ""Do you have pet rats again?""
Which of the following is a better translation of this sentence into standard Lojban?

(A) xu do su'o ratcu di'a kurji
(B) xu do di'a kurji su'o ratcu

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Do you have pet rats again?,xu do su'o ratcu di'a kurji,xu do di'a kurji su'o ratcu,6,20,B,"Quantifiers and similar operators in a sentence interact with each other, with operators on the left scoping over operators to the right of them. With the aspect marker ""di'a"" before the quantifier ""su'o"", sentence A translates as ""Are there some rats that you care for again (after having cared for those same rats before)?"". Sentence B, meaning ""Is it again the case that you care for some rats?"", matches the English.",B,"Here, the relative order of the existential quantifier ""su'o"" and the resumptive aspect ""di'a"" is the decisive factor.

By putting ""su'o"" first, like in (A), we get ""Does there exist a rat such that you are taking care of it again?"".

The other order, like in (B), gives the right meaning: ""Is it the case again that there exists a rat such that you take care of it?"".",1,,0
jbo_107,89,"Consider the English sentence ""The beetles haven't yet matured, the reason being that I haven't separated them from each other.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo cakcinki nu'o makcu .i ki'u bo ri nu'o gau mi sepsi'u
(B) lo cakcinki nu'o makcu ki'u lo nu ri nu'o gau mi sepsi'u

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","The beetles haven't yet matured, the reason being that I haven't separated them from each other.",lo cakcinki nu'o makcu .i ki'u bo ri nu'o gau mi sepsi'u,lo cakcinki nu'o makcu ki'u lo nu ri nu'o gau mi sepsi'u,6,25,A,"In B, the aspect marker ""nu'o"" scopes over the adverbial after it, ""ki'u lo nu ri nu'o gau mi sepsi'u"", resulting in an incorrect meaning: ""It is not yet so that because I haven't separated the beetles from each other, they have matured"". In A, ""ki'u"" is used as a sentence connective, which takes it out of the scope of ""nu'o"", resulting in the intended meaning.",A,"(A) and (B) differ in the relative scope of the tense ""nu'o"" (""haven't yet"") and the preposition ""ki'u"" (""because"").

To get the intended meaning, ""ki'u"" has to scope over ""nu'o"". This can be achieved by placing ""ki'u"" to the left of ""nu'o"", or by starting a new sentence with "".i ki'u bo"", which is what (A) does.

(B) has the wrong scope: ""It's not yet the case that me not having separated the beetles is the reason why the beetles are mature.""",1,,0
jbo_108,80,"Consider the English sentence ""I chose to do what was easiest for me.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) mi zu'ejdi lo ka zukte lo se frilyrai be fi mi
(B) mi zu'ejdi lo ka zukte lo frilyrai be fi mi

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",I chose to do what was easiest for me.,mi zu'ejdi lo ka zukte lo se frilyrai be fi mi,mi zu'ejdi lo ka zukte lo frilyrai be fi mi,3,32,B,"frilyrai takes the easiest action in the first place, not the second, so B and not A matches the English.",B,"""lo frilyrai"" means ""that which is easiest"", while ""lo se frilyrai"" means ""that out of which [something] is the easiest"".",1,,0
jbo_109,106,"Consider the English sentence ""It's common to fight with one's parents.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) zilfadni fa lo ka ce'u damba lo rirni be ri
(B) zilfadni fa lo ka ce'u damba lo rirni be ce'u

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",It's common to fight with one's parents.,zilfadni fa lo ka ce'u damba lo rirni be ri,zilfadni fa lo ka ce'u damba lo rirni be ce'u,7,35,A,"The lambda pronoun ""ce'u"" creates a new variable every time it is used. To use the same variable again, it must be assigned to another pronoun, such as the automatically assigned ""ri"" used in A. B, where the repeated ""ce'u"" results in a second variable, is nonsensical because ""zilfadni"" expects a unary predicate in its first place.",A,"The predicate ""zilfadni"" (""common"") takes a property as its first argument, in other words, a ka-clause with exactly one ""ce'u"". 

In a property clause (""ka""), every occurence of ""ce'u"" stands for a new lambda variable instead of referring to the same variable.

""to fight with one's parents"" expresses a reflexive predicate: X fights with the parents of X. The second X can't be another ""ce'u"", but it can be a pronoun that refers back to the first ""ce'u"". ""ri"" is this pronoun.",1,,0
jbo_110,24,"Consider the English sentence ""The clown's nose is red.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo .ekcala be lo nazbi cu xunre
(B) lo nazbi be lo .ekcala cu xunre

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The clown's nose is red.,lo .ekcala be lo nazbi cu xunre,lo nazbi be lo .ekcala cu xunre,7,34,B,"The particle ""be"" curries the argument after it into the predicate before it. ""lo nazbi be lo .ekcala"" means ""the nose of the clown"", while ""lo .ekcala be lo nazbi"" is nonsensical because "".ekcala"" takes only one argument.",B,"""lo .ekcala be lo nazbi"" is ill-formed because it places ""lo nazbi"" (""the nose"") into the second argument place of "".ekcala"" (""clown""), which doesn't exist (it would mean ""that which clowns the nose"" or so).

This is backwards from the correct phrase ""lo nazbi be lo .ekcala"", which means ""the nose of the clown"".",1,,0
jbo_111,125,"Consider the English sentence ""You became happy as soon as they finished cooking.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) do gleki co'a lo nu ra mo'u jukpa
(B) do gleki co'a ku mo'u lo nu ra jukpa

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",You became happy as soon as they finished cooking.,do gleki co'a lo nu ra mo'u jukpa,do gleki co'a ku mo'u lo nu ra jukpa,1,39,A,"co'a means ""start"" or ""become"" as an adverb and ""as soon as"" as a preposition. A is a faithful translation of the English sentence, while B has an entirely different meaning: ""It started to be the case that your happiness ends when they cook"".",A,[Agreed with presented explanation],1,,1
jbo_112,108,"Consider the English sentence ""Through the night, the mosquitoes tried to get inside.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) ze'a lo nicte lo ckuliki cu troci nerkla
(B) ze'a lo nicte lo ckuliki cu nerkla troci

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","Through the night, the mosquitoes tried to get inside.",ze'a lo nicte lo ckuliki cu troci nerkla,ze'a lo nicte lo ckuliki cu nerkla troci,2,10,B,"Compound predicates are head-final unless inverted using ""co"". ""troci nerkla"" can mean ""enter with effort"", while ""nerkla troci"" usually means ""try to enter"".",B,"The tanru ""troci nerkla"" means ""try-enter"" and describes a kind of entering that has something to do with trying, while the tanru ""nerkla troci"" means ""enter-try"" and describes a kind of trying that has to do with entering. The mosquitoes are trying something (namely to get inside), but the speaker is not claiming that they actually do go inside. Therefore, (B) is correct.",1,,0
jbo_113,12,"Consider the English sentence ""Prisoners, you may now sleep.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) doi pinfu do ca sipna .e'a
(B) doi pinfu .e'a do ca sipna

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","Prisoners, you may now sleep.",doi pinfu do ca sipna .e'a,doi pinfu .e'a do ca sipna,4,41,A,"Free modifiers such as "".e'a"" attach to the word or phrase before them. In B, "".e'a"" attaches to ""pinfu"" in the vocative phrase, which could be interpreted as, ""hey, those who I permit to be prisoners"". In A, "".e'a"" is attached correctly to ""sipna"": ""sleep, I permit"".",A,"Attitudinals such as "".e'a"" attach to the word on their left. Their placement has a big impact on the meaning of a sentence. The word "".e'a"" expresses permission, and what is permitted is the word that it is attached to.

In (A), "".e'a"" is attached to ""sipna"" (""sleep""), meaning to sleep is what is permitted.
In (B), "".e'a"" is attached to ""pinfu"" (""prisoner""), which is part of a vocative phrase, so it awkwardly becomes something like ""I hereby address this to those who I permit to be prisoners: you are now asleep"".",1,,0
jbo_114,11,"Consider the English sentence ""One of the couples is from Morocco.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) pa lo spenysi'u cu se krasi lo morkygu'e
(B) pa loi spenysi'u cu se krasi lo morkygu'e

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",One of the couples is from Morocco.,pa lo spenysi'u cu se krasi lo morkygu'e,pa loi spenysi'u cu se krasi lo morkygu'e,7,46,B,"lo refers to individuals, while ""loi"" refers to groups of individuals. Thus, ""pa lo spenysi'u"" in A means ""one of the spouses"", while B matches the English sentence.",B,"The English sentence quantifies over couples, not members of couples. Therefore, the singularizing determiner ""loi"" should be used as in (B): ""pa loi spenysi'u"" = one of [the groups of [people who are married to each other]].

(A) quantifies over individual people who are part of couples and says that one of those people is from Morocco.",1,,0
jbo_115,86,"Consider the English sentence ""Around noon, the squirrel started to dig.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) ki lo dormidju zi co'a kakpa fa lo ricyratcu
(B) zi lo dormidju co'a kakpa fa lo ricyratcu

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","Around noon, the squirrel started to dig.",ki lo dormidju zi co'a kakpa fa lo ricyratcu,zi lo dormidju co'a kakpa fa lo ricyratcu,7,43,A,"When used as a preposition, ""zi"" takes the length of time as an argument, not the point from which the time is reckoned. This point can be given using ""ki"", as in A.",A,"When used as a preposition, ""zi"" (""soon"") should be followed by an argument that expresses the temporal distance to the main event, and not a point in time like ""noon"".

In order to specify the reference point of ""zi"" (i.e. to specify what the main event is temporally close to) the word ""ki"" should be used, as in (A). ""ki dormidju"" sets noon as the reference point and says that the main event takes place in temporal vicinity to it (either before or after it).",1,,0
jbo_116,84,"Consider the English sentence ""Please, this is important!""
Which of the following is a better translation of this sentence into standard Lojban?

(A) pe'u ti vajni
(B) ti vajni pe'u

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","Please, this is important!",pe'u ti vajni,ti vajni pe'u,4,48,B,"Vocatives like ""pe'u"" take a following argument, such as ""mi"", to specify who the speaker is talking to. So, A translates as ""Please, this! It is important."", while B, where ""pe'u"" has no argument after it, matches the English. Another way to ensure that ""mi"" is an argument of the main predicate instead of the vocative would be to close the latter with the terminator ""do'u"": ""pe'u do'u ti vajni"".",B,"When a word follows ""pe'u"" (""please""), it specifies the addressee.

In (A), ""pe'u ti"" means ""Please, this""; the speaker asks the things they are pointing at for a favor, and the predicate ""vajni"" (""important"") is left without any arguments: ""Please, O this. [something] is important.""

By placing ""pe'u"" at the end of the sentence as in (B), this mistake is avoided: ""This is important. Please.""",1,,0
jbo_117,99,"Consider the English sentence ""Eleven divided by five is two and one-fifth.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) li pa pa fe'i mu du li re su'i vei pa fe'i mu
(B) li pa pa fe'i mu du li re su'i pa fe'i mu

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Eleven divided by five is two and one-fifth.,li pa pa fe'i mu du li re su'i vei pa fe'i mu,li pa pa fe'i mu du li re su'i pa fe'i mu,4,67,A,"Lojban does not use the standard grouping rules of mathematical notation. Officially, sequences of operators without explicit grouping, such as in A, are ambiguous; in practice, they are left-grouping like many other constructs in the language, so B would be understood as ""11 / 5 = (2 + 1) / 5"". A, with the explicit left bracket ""vei"", matches the expected ""11 / 5 = 2 + (1 / 5)"".",A,"By default, there is no such thing as operator precedence in Lojban. Instead, mathematical expressions are evaluated from left to right (left grouping), and where a different precedence is intended, brackets or the word ""bo"" can be used.

The part after the equal sign in (A) means ""2 + (1 / 5)"", which is equivalent to ""two and one-fifth"".

The part after the equal sign in (B) means ""(2 + 1) / 5"", which is ""three fifths"" and not the intended meaning.",1,,0
jbo_118,93,"Consider the English sentence ""She wants the door to be on the east side.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) ra djica lo vorme lo ka lo stuna mlana cu stuzi
(B) ra djica lo nu lo vorme lo stuna mlana cu se stuzi

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",She wants the door to be on the east side.,ra djica lo vorme lo ka lo stuna mlana cu stuzi,ra djica lo nu lo vorme lo stuna mlana cu se stuzi,3,50,B,"The verb ""djica"" means to want an event to happen (for a purpose). Only B makes sense according to this standard definition. Sentence A, with the event split into an object followed by a property, would make sense if the verb were "".aunde"".",B,"The definition of ""djica"" is ""x1 wants x2 to happen"", but (A) uses it as if it were defined as ""x1 wants x2 to be/do x3"", which is not the correct definition.",1,,0
jbo_119,87,"Consider the English sentence ""The ""pot"" in the second sentence should be a ""cup"".""
Which of the following is a better translation of this sentence into standard Lojban?

(A) .ei zo patxu pe lo re moi co jufra cu se basti zo kabri
(B) .ei lo patxu pe lo re moi co jufra cu se basti lo kabri

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:","The ""pot"" in the second sentence should be a ""cup"".",.ei zo patxu pe lo re moi co jufra cu se basti zo kabri,.ei lo patxu pe lo re moi co jufra cu se basti lo kabri,5,77,A,"When talking about a word as opposed to who or what it represents, it should be quoted with ""zo"" as in A. ""lo kabri"" in B refers to a cup, not the word ""cup"".",A,"The use-mention distinction is always made explicit in Lojban.

""lo kabri"" is ""a cup"", while ""zo kabri"" is the word ""cup"".

The English sentence talks about replacing one word for another, therefore both words should be preceded by ""zo"", the quotation particle, and not ""lo"", which would refer to actual pots and cups.",1,,0
jbo_120,55,"Consider the English sentence ""I'm not sure how heavy the couch is.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) mi na'e birti lo junta be lo sfofa
(B) mi na'e birti lo du'u ma kau junta lo sfofa

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",I'm not sure how heavy the couch is.,mi na'e birti lo junta be lo sfofa,mi na'e birti lo du'u ma kau junta lo sfofa,5,9,B,"The second argument of ""birti"", when talking about a variable, must be a proposition-like clause containing an indirect question, as in B. In A, ""lo junta be lo sfofa"" refers literally to a number, which makes no sense here.",B,"""how heavy the couch is"" requires an indirect question when translated into Lojban. Indirect questions are formed using ""du'u"" and ""kau"", as in (B).

(A) incorrectly places ""lo junta"" (""the weight"") in the second argument place of ""birti"" (""x1 is certain that x2 is the case""), but the word requires a ""du'u"".",1,,0
jbo_121,9,"Consider the English sentence ""Nobody is perfect.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) no prenu cu prane
(B) no prenu na prane

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Nobody is perfect.,no prenu cu prane,no prenu na prane,6,79,A,"Multiple negations are always treated literally. A could be translated as, ""Everybody is perfect"".",A,"The ""na"" in (B) negates the predicate, so it means ""No person isn't perfect"" (= ""Every person is perfect"").",1,,0
jbo_122,88,"Consider the English sentence ""The carpet gets wet fast but dries slowly.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo lolbu'u cu sutra lo ka co'a cilmo vau gi'e ku'i masno lo ka co'a sudga
(B) lo lolbu'u cu sutra lo ka co'a cilmo ku gi'e ku'i masno lo ka co'a sudga

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",The carpet gets wet fast but dries slowly.,lo lolbu'u cu sutra lo ka co'a cilmo vau gi'e ku'i masno lo ka co'a sudga,lo lolbu'u cu sutra lo ka co'a cilmo ku gi'e ku'i masno lo ka co'a sudga,4,60,B,"In A, the property abstraction beginning with ""ka co'a cilmo"" is not explicitly terminated and expands to include the rest of the sentence, resulting in an unwanted meaning: ""The carpet does the following quickly: get wet but slowly dry"". In B, the containing argument phrase is terminated with ""ku"", giving the intended meaning.",B,"The intended structure is ""The carpet [is fast at getting wet] and [slow at getting dry].""

For ""gi'e"" (""and"") to connect the the two bracketed constituents, the first one needs to be terminated properly. ""vau"" is not sufficient to escape the ""lo ka co'a cilmo"" subclause, but ""ku"" is.",1,,0
jbo_123,77,"Consider the English sentence ""Beginners are welcome too.""
Which of the following is a better translation of this sentence into standard Lojban?

(A) lo'e se cnino ku ji'a zanvi'e
(B) lo'e se cnino ji'a ku zanvi'e

Exactly one of the answers above is correct. Please indicate the single letter corresponding to the correct answer (A or B).
Answer:",Beginners are welcome too.,lo'e se cnino ku ji'a zanvi'e,lo'e se cnino ji'a ku zanvi'e,6,31,A,"In B, ""ji'a"" attaches to the verb ""cnino"" inside of the argument phrase. This can be translated as ""those who are also beginners (in addition to other attributes)"". In A, ""ji'a"" attaches to the whole argument phrase, ""lo xunre ku"", giving the intended meaning: ""those who are beginners, also (in addition to other people)"".",A,"""ji'a"" (""also"") modifies the word or structure to its left.

""lo'e se cnino ji'a"" means ""those who are [also new]"".

""lo'e se cnino ku ji'a"" means ""[those who are new], too"".",1,,0
